ID,ST_SMILES
272080,"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O
"
272342,"O=C(O)c1ccc(CCCc2c(CCNS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1
"
272427,"C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
"
272621,"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
"
272980,"Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1
"
273019,"COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O
"
273124,"COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl
"
273264,"N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1
"
273348,"NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1
"
273786,"Cc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1
"
273862,"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1
"
273910,"O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(F)cc12
"
274047,"O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
"
274070,"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1
"
274185,"CCCCCCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1ccc(F)cc1F
"
274239,"O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
"
274654,"Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
"
275707,"C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1
"
275758,"CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@@H](N2CCCC2=O)[C@@H]1O
"
275803,"Cc1nc[nH]c1CSCCNC(=N)N[C@H](C)Cc1c[nH]cn1
"
275835,"CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O
"
276177,"CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C
"
276368,"Cc1cc(/N=C(\Nc2nccs2)NC2CCCCC2)c2ccccc2n1
"
277062,"O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
"
277100,"CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
"
277465,"CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O
"
277535,"c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
"
277945,"CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC
"
278255,"NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
"
278315,"COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
"
278570,"CCCCCCCCC/C=C\C=C\[C@@H](SCCC(=O)O)[C@@H](O)c1cccc(-c2nnn[nH]2)c1
"
278623,"CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O
"
278865,"COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)CC1
"
279014,"CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12
"
279115,"CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O
"
279260,"C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1
"
279433,"N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
"
279785,"CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
"
279786,"CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
"
279890,"CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccc(OC)cc4c3c(C)c12
"
280164,"Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
"
280527,"CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1
"
281594,"Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
"
281724,"CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1
"
281764,"CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N
"
281786,"CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
"
281872,"COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1
"
282567,"CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1
"
282575,"C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
"
282686,"CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O
"
282724,"Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
"
283120,"COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC
"
283403,"CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21
"
283552,"O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O
"
283754,"CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O
"
284092,"CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1
"
284121,"C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)CC#CC(C)(C)O)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O
"
284616,"O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
"
284768,"COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
"
284838,"O=C(NCCCOc1ccc2[nH]c(=O)ccc2c1)N(C1CC1)[C@@H]1CCCC[C@H]1O
"
285517,"CCOC(=O)C1(c2ccccc2)CCN(CCc2ccccc2)CC1
"
285802,"CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
"
285815,"CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO
"
285852,"COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2
"
285855,"COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC
"
285913,"COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2
"
286259,"CC1=NC(=O)C(CCN(C(C)C)C(C)C)(c2ccccc2)C2CCCCN12
"
286738,"NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3
"
287064,"CNC/C=C(/c1ccc(Br)cc1)c1cccnc1
"
287542,"O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
"
287631,"NC(=O)CCC/N=C(\c1ccc(Cl)cc1)c1cc(F)ccc1O
"
288149,"CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1
"
288441,"COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
"
288943,"CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
"
289192,"CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC
"
289228,"Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C
"
289469,"CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
"
289556,"O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1
"
290194,"C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC
"
290352,"CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O
"
290429,"CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
"
290507,"C/C=C(\c1ccccc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1
"
290578,"CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
"
290624,"CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21
"
291053,"O=C(O)CCc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
"
291657,"C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1
"
291770,"CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
"
292008,"C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
"
292009,"CC(C)(C)[C@H]1CC[C@H](CC2C(=O)C(=O)c3ccccc3C2=O)CC1
"
292187,"Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1
"
292376,"COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1
"
292702,"COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2
"
293526,"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)NOC2=O)cc1
"
293802,"N=C(NCCCc1c[nH]cn1)NCCC(c1ccc(F)cc1)c1ccccn1
"
294029,"C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
"
295124,"COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
"
295416,"Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
"
295433,"C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
"
295619,"CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1
"
296306,"OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
"
296373,"CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
"
296468,"CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
"
296522,"COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2
"
296588,"CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C
"
297302,"O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
"
297453,"O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
"
297792,"Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1
"
297884,"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1
"
298019,"CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1
"
298194,"CNC(=O)Nc1c(OCCN2CCCCC2)c(OC)c2occc2c1OC
"
298359,"COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@H]3N[C@H]3CN21
"
298406,"CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21
"
298734,"NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1
"
298817,"C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
"
299613,"COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
"
300049,"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C
"
300072,"O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
"
300138,"Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
"
300337,"COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1
"
300555,"O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
"
300982,"CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1
"
301327,"COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
"
301926,"Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)ccc1O
"
301958,"OC1CCCc2nc3ccccc3c(NCc3ccccc3)c21
"
303182,"CS(=O)(=O)NCCN1CCC(CCC(=O)c2cc(Cl)c(N)c3c2OCCO3)CC1
"
303933,"Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1
"
303960,"COCc1cccc(C[C@H](O)/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)c1
"
304639,"CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1
"
304818,"CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
"
305187,"CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
"
305544,"CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1
"
305660,"CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
"
305666,"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3
"
305745,"CC(=O)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C
"
306280,"CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1
"
307177,"O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2
"
307697,"O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1
"
307739,"CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1
"
308148,"CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1
"
309962,"O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS
"
311206,"CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1
"
312040,"CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1
"
312104,"CCCc1nc(C)n2[nH]c(=O)nc2c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
"
312750,"COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC
"
312862,"CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
"
313006,"CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1
"
313458,"OC(CSc1ncnc2[nH]cnc12)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
"
313971,"COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O
"
313972,"C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1
"
314338,"CCOC(=O)Oc1ccc(/C=C/C=C/C(=O)NCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1OC
"
314854,"CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
"
315021,"CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nnn[nH]3)nc2)n1
"
315108,"O=C1CN(/N=C/c2ncc(-c3ccc(Br)cc3)o2)C(=O)N1
"
315338,"CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
"
315877,"NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1
"
316004,"O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1
"
316040,"COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1
"
316157,"O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12
"
316735,"COc1ccc(CCOC(c2ccccc2)(c2ccccc2)[C@H](Oc2nc(C)cc(C)n2)C(=O)O)cc1OC
"
317052,"CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
"
317749,"CC(C)(C)c1cc(C(C(=O)O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
"
318191,"CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)c(Cl)c1)[C@H](O)C(C)(C)O2
"
318859,"CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
"
319144,"O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
"
319669,"CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1
"
320656,"CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1
"
321582,"CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
"
322241,"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C
"
322832,"CCOC(=O)[C@H](CC(C)C)N(C)S(=O)(=O)c1ccc(Cn2c(C)nc3cnccc32)cc1
"
324090,"COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3n1)CC2
"
325109,"COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
"
325166,"N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1
"
325424,"Cc1cccc(-c2ccc3c(c2)c(C(=O)C(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1
"
325439,"Cc1nnc2n1-c1sc3c(c1C(c1ccccc1Cl)=NC2)CC(C(=O)N1CCOCC1)C3
"
325441,"O=C(O)C(=O)c1cn(Cc2ccccc2)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc12
"
325695,"CC(=O)SC[C@@H](Cc1ccc2c(c1)OCO2)C(=O)N[C@@H](C)C(=O)OCc1ccccc1
"
328190,"Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
"
328628,"COc1cc(CC(=O)NCCCc2ccc(C)c(C)c2)ccc1OCCN
"
329123,"CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O
"
329901,"CCN(CC)CCC1(c2ccccc2)C(=O)Oc2ccccc21
"
331369,"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21
"
331382,"Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
"
332750,"CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC
"
333021,"c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1
"
333325,"C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F
"
333634,"O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O
"
334533,"CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21
"
334830,"O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12
"
336296,"O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
"
336360,"CC(CCCCCCCCCCCCc1ccc(I)cc1)CC(=O)O
"
336542,"CN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1
"
338604,"CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23
"
338667,"O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
"
339133,"Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1
"
340211,"O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
"
341578,"CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
"
343565,"O=C(O)COc1ccc2c(-c3ccccc3F)noc2c1Br
"
345237,"O=C1c2ccccc2OC=C(Cl)N1CCCCN1CC=C(c2ccccn2)CC1
"
345524,"O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12
"
345937,"CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21
"
346178,"CC(=O)N(C)C1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1
"
346631,"CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCOC(=O)CN(C)C)Cc1ccccc1-4)C(=O)NC3
"
346977,"CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C
"
347043,"COc1ccc(-c2nc3c4ccccc4ccc3n2C(C)C)cc1
"
347491,"COc1ccccc1OCC1SCCN1C(=O)CSC(C)=O
"
347830,"CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1
"
348475,"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2
"
348763,"COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
"
349807,"Cc1ccc(OCC(O)CNC(C)(C)C)c2oc(=O)ccc12
"
349811,"O=C(c1ccccc1)c1cccc(NC(=O)c2ccn3c2CS[C@@H]3c2cccnc2)c1
"
350719,"CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
"
350775,"COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC
"
351706,"N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1c[nH]cn1
"
353846,"CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
"
355862,"N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1
"
356066,"O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO
"
356301,"CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O
"
356359,"CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
"
357440,"CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
"
357764,"C[C@@H](N)CCNCCCCNC(=O)OCC(=O)NCCCCCCNC(=N)N
"
357858,"CNCCSC1=Cc2ccccc2Oc2ccc(F)cc21
"
359570,"O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1
"
360861,"Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O
"
361812,"O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2
"
362103,"CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(C#N)cc1
"
362558,"O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2
"
363387,"O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21
"
363392,"CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O
"
363449,"CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
"
363648,"CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
"
363884,"CCCCCCCCCCCCC(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1
"
