ID,ST_SMILES
2105188,"CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1
"
2105192,"CCOC(=O)c1nc2c3cc(C)ccc3n(CC)c(=O)n2n1
"
2105195,"Cn1c(=O)c2c(ncn2CCNCc2cccnc2)n(C)c1=O
"
2105196,"O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc2c(c1)CCC2
"
2105197,"C[C@H](CSC(=O)[C@@H](C)NC(=O)C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)O
"
2105198,"Fc1ccc(NC(=S)Nc2cc(Cl)cc(Cl)c2)cc1
"
2105202,"CC1CC(c2ccc(Cl)cc2)C(c2ccccc2)C(=O)O1
"
2105206,"c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1
"
2105207,"CN(C)C(=O)OCCN1CCN(CCCC(=O)c2cccs2)CC1
"
2105208,"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1cccnc1
"
2105209,"CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2[C@H](N(C)C)C[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C[C@@H]1O
"
2105210,"CCC(=O)OCC(C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccccc1
"
2105213,"CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
"
2105214,"CCn1cc(C(=O)OCCN2CCC(C)CC2)c(=O)c2c3sc(=O)n(C)c3ccc21
"
2105217,"O=c1c(N2CCCC2)c(O)c2cccnc2n1-c1ccccc1
"
2105221,"CN(C)CCN(Cc1nc2cc(Cl)ccc2[nH]1)c1ccccc1
"
2105222,"O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1
"
2105227,"COc1ccccc1N1CCN(CC(O)c2ccc(O)c(O)c2)CC1
"
2105229,"COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC
"
2105230,"CN(C)CCOCCOC(=O)C1(c2ccccc2)CCCC1
"
2105232,"CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1CCN(Cc2ccc3c(c2)OCO3)CC1
"
2105236,"CCC(=O)O[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@]4(O)CC)[C@H]2CC1
"
2105237,"CC(C)=CCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1
"
2105240,"CC(=O)Oc1cc(C)cc2c1C1=C(CCC(C)C1)C(C)(C)O2
"
2105244,"CCOC(=O)[C@H]1Oc2ccc(Cl)cc2[C@H](C)c2cc(Cl)ccc2O1
"
2105247,"O=C(O)COCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1
"
2105254,"O=C(OCCN1CCCCC1)C1CC1(c1ccccc1)c1ccccc1
"
2105260,"Cc1csc(N2CCN(C(C)Cc3ccc4c(c3)OCO4)CC2)n1
"
2105263,"CCCCC1(CN2CCN(C)CC2)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
"
2105267,"CN(C)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(C)C)cc2)cc1
"
2105268,"CC1CC(OC(=O)C(OC(=O)c2cccnc2)c2ccccc2)CC(C)(C)C1
"
2105271,"CCN(CC)CCOc1ccccc1C(=O)Nc1ccccc1
"
2105273,"OCCNCCOc1ccc(/C(=C(\c2ccccc2)C(F)(F)F)c2ccccc2)cc1
"
2105276,"COc1cc2c(cc1OC)C1CC(c3ccc(Cl)cc3)CCN1CC2
"
2105278,"NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)c1cc(=O)[nH]c(=O)[nH]1
"
2105279,"COC(=O)Nc1cccc(C)c1CNc1cccn2c(C)c(C)nc12
"
2105281,"CCN(C(=O)c1cnc(N2CC(C)(C)NC2=O)nc1N)c1cccc(C(F)(F)F)c1
"
2105283,"CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]
"
2105285,"COc1ccc2c(c1)Sc1ccc(C(C)C(=O)O)cc1N2C
"
2105287,"COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1
"
2105291,"C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C
"
2105295,"O=C(O)C(CC[S+]([O-])c1ccccc1)C(=O)N(Nc1ccccc1)c1ccccc1
"
2105296,"CCCOC(=O)c1c(I)cc(I)c(N(C(C)=O)C(C)=O)c1I
"
2105298,"COc1ccc(NC(=S)N2CCc3c(sc4c3C(c3ccccc3Cl)=NCc3nnc(C)n3-4)C2)cc1
"
2105300,"Cc1ccc2c([nH]c(=O)c3c(=O)cc(C(=O)OCCC(C)C)oc32)c1C
"
2105304,"OC(C1=CC(=C(c2ccccn2)c2ccccn2)C=C1)(c1ccccn1)c1ccccn1
"
2105307,"CN(C)S(=O)(=O)c1ccc2c(c1)N(C1CN3CCC1CC3)c1ccccc1S2
"
2105318,"C[C@]12CC[C@H]3[C@@H](CCC4C(=O)C(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
"
2105319,"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2
"
2105320,"CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC3=CCCCC3)CC[C@@H]12
"
2105324,"O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1
"
2105325,"Cc1cc(COc2ccc(Oc3ccc(Cl)cc3)cc2)n(O)c(=O)c1
"
2105327,"CCc1c(C)[n+]([NH-])c(-c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12
"
2105329,"CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
"
2105332,"COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2)CCC(C(=O)O)C1
"
2105334,"CCCCN(CCCC)CCCOc1ccc(C(=O)c2c(-c3ccccc3)c(Br)c3ccccn23)cc1Cl
"
2105335,"NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccc(F)cc1)NS2(=O)=O
"
2105346,"CCN(CC)CCC(OC(=O)c1ccccc1)c1ccccc1
"
2105347,"O=C(Nc1ccc(Br)cc1)c1c(O)cccc1O
"
2105348,"CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O
"
2105366,"O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1
"
2105373,"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
"
2105377,"CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)N1CC(C)(C)c3ccccc31)C2
"
2105380,"COC(=O)c1c[nH]c2cc(OC(C)C)c(OC(C)C)cc2c1=O
"
2105383,"CCc1cccc(CC)c1C(OCCN(C)C)c1ccccn1
"
2105388,"CCCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)OCC)C[C@@H]2CCCC[C@@H]21)C(=O)O
"
2105393,"O=c1cc(-c2ccccc2)n(-c2ccccc2)n1CCCN1CCN(c2ccccn2)CC1
"
2105395,"OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
"
2105397,"CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1cccc2[nH]ccc12
"
2105401,"O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(Cl)cc1)c1ccc(Cl)s1
"
2105402,"C[C@]12C=C(C(=O)O)C(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(C)O
"
2105403,"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
"
2105404,"COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C
"
2105406,"CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CCCS1
"
2105407,"COc1cc2ccc(=O)oc2cc1OCCCN1CCC(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)CC1
"
2105411,"COc1ccc2c(c1)c(CC(=O)OC1OC(=O)c3ccccc31)c(C)n2C(=O)c1ccc(Cl)cc1
"
2105414,"CCN(CCCC(=O)C1CCCCC1)C(C)Cc1ccc(OC)cc1
"
2105419,"CCn1cc(C(=O)O)c(=O)c2c3sc(=O)n(C)c3ccc21
"
2105421,"C#CC(C)(C)NS(=O)(=O)c1ccc(OC)c(C(=O)NCC2CCCN2CC)c1
"
2105423,"N=C(N)NC(=O)c1ccc(N2CCN(C(=O)c3ccc[nH]3)CC2)c(C(F)(F)F)c1
"
2105425,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
"
2105427,"COc1ccc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)nn1
"
2105429,"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccccc1)CC3
"
2105430,"CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1
"
2105433,"N=C(N)Nc1ccc(C(=O)Oc2ccc(SCCN3C(=O)CCC3=O)cc2)cc1
"
2105436,"OCCN1CCN(CCCN2c3ccccc3Sc3cccnc32)CC1
"
2105443,"COc1cc(OC)c(C(=O)CCCN2CCCC(C)C2)c(OC)c1
"
2105444,"Cn1c(=O)c2c(ncn2CCCCN2CCC(C(=O)c3ccc(F)cc3)CC2)n(C)c1=O
"
2105446,"CCCN(CCC)C(=O)C(Cc1ccc(OCCCN(CC)CC)cc1)NC(=O)c1ccccc1
"
2105448,"CCN(CC)CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)c3c(OC)cccc3OC)[C@H]2SC1(C)C
"
2105450,"O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl
"
2105451,"CC(=O)Nc1ccc(OC2(C)OC(=O)c3ccccc3O2)cc1
"
2105454,"CN(CCO)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1
"
2105455,"COc1cccc(/C=N/OCC(O)CN2CCN(c3ccccc3OC)CC2)c1
"
2105459,"c1ccc(SCCCNCCC(c2ccccc2)c2ccccc2)cc1
"
2105460,"CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C/C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O
"
2105461,"CC(CCc1ccccc1)NC(C)C(O)c1cc(I)c(O)c(I)c1
"
2105462,"C[C@@H](c1ccc(O)cc1)[C@H](CC(F)(F)F)c1ccc(O)cc1
"
2105463,"CSCC(O)COc1cccc2oc(C(=O)O)cc(=O)c12
"
2105464,"COCCCNC(=O)c1ccnc(C(=O)NCCCOC)c1
"
2105469,"C[C@]12C=CC(=O)C1C(=O)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
"
2105472,"CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1
"
2105474,"CN1CC(=O)NC(=O)N1c1cc(Cl)c(Oc2ccc(S(C)(=O)=O)cc2)c(Cl)c1
"
2105477,"COc1cc(C(=O)Nc2c(Br)cc(Br)cc2CN(C)C2CCCCC2)ccc1OC(C)=O
"
2105481,"CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1
"
2105484,"CN1CCN(C2=Nc3cc(Cl)ccc3Cc3sccc32)CC1
"
2105485,"Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1
"
2105489,"CC(C)N1CCN(C(=O)N2c3ccccc3Sc3ccccc32)CC1
"
2105491,"C[N+]1(CCCS(=O)(=O)[O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
"
2105492,"Cc1ccc(S(=O)(=O)Oc2ccc(O)c(S(=O)(=O)O)c2)cc1
"
2105495,"COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2
"
2105496,"Cn1nc(CS(C)(=O)=O)nc1NCCCOc1cccc(CN2CCCCC2)c1
"
2105498,"CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
"
2105501,"CC(C)(C)c1cc(C(C)(C)C)c2oc(C(=O)O)cc(=O)c2c1
"
2105505,"Cc1ccccc1C(O)(c1ccccc1C)C1CN2CCC1CC2
"
2105506,"Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)cc1
"
2105507,"C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
"
2105508,"CCOc1nsnc1NS(=O)(=O)c1ccc(N)cc1
"
2105509,"CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl
"
2105513,"Cc1ccc(C(=O)Oc2cc(OC(=O)c3ccc(C)cc3)cc(C(O)CNC(C)(C)C)c2)cc1
"
2105514,"CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCCO4)[C@H]12
"
2105516,"NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)(Cl)Cl)NS2(=O)=O
"
2105517,"NS(=O)(=O)c1cc2c(cc1Cl)NC(CN1C(=O)CCC1=O)NS2(=O)=O
"
2105519,"C=CC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
"
2105523,"Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2
"
2105525,"CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(O)CC21
"
2105526,"C/C(=C\c1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
"
2105528,"Cc1c(NCc2c(C(C)C)c(=O)n(-c3ccccc3)n2C)c(=O)n(-c2ccccc2)n1C
"
2105530,"COc1cc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)n1
"
2105531,"CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1
"
2105533,"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C(C)C)cc3)C[C@@]21C
"
2105535,"CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O
"
2105536,"CCOCC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
"
2105540,"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
"
2105543,"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@]2(C(=O)CF)O1
"
2105545,"CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@H](C(=O)OCC(C)O)C1)[C@@H]32
"
2105546,"CC(=O)Nc1c(Br)cc(Br)cc1CN(C)C12CC3CC(CC(C3)C1)C2
"
2105547,"Cc1ccccc1C(=O)NC(c1ccncc1)C(NC(=O)c1ccccc1C)c1ccncc1
"
2105548,"Cc1nn(C)c2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O
"
2105556,"CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O
"
2105557,"N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2
"
2105561,"CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1
"
2105563,"CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O
"
2105564,"Cc1ccccc1N1CCN(C2CCc3cc(O)ccc3C2)CC1
"
2105565,"Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1
"
2105567,"NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1
"
2105568,"C/C(=N\Nc1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
"
2105572,"CCCCOc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2OCCO2)CC1
"
2105573,"CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
"
2105577,"Clc1ccc(OCCCOC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
"
2105581,"C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC
"
2105582,"CCc1ccc(I)c(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O
"
2105587,"CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C
"
2105588,"CN(C)CC/C=C1\c2ccccc2CNc2cc(Cl)ccc21
"
2105589,"COc1ccc(/C=C/CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC
"
2105597,"COc1cc(C2(C)OCC(CN3CCOCC3)O2)cc(OC)c1OC
"
2105598,"CC(=O)Oc1ccc(CC(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c2ccccc2)cc1
"
2105602,"CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3C=Cc3ncccc31)C2
"
2105604,"CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCCCC(=O)O)C[C@H]2C[C@H]1O
"
2105605,"CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1
"
2105607,"CCN(CC)CCOC(=O)N1CCC(Cc2ccccc2)CC1
"
2105618,"C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCCC4[C@H]3CC[C@@]21C
"
2105619,"CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
"
2105631,"CC[C@H](C)OC(=O)Cc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
"
2105634,"CO[C@]1(C(=O)N[C@@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]43)C2)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1
"
2105637,"Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
"
2105648,"CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21
"
2105653,"CC[C@](O)(c1nnc(NCc2ccc3c(-c4ccc(F)cc4)cc(=O)oc3c2)o1)C(F)(F)F
"
2105659,"CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1
"
2105661,"CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C
"
2105664,"CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F
"
2105665,"CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O
"
2105667,"Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
"
2105669,"Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1
"
2105683,"COc1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1
"
2105689,"N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
"
2105692,"CC(C)OC(=O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1
"
2105694,"COCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
"
2105695,"CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1
"
2105705,"C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/S(=O)(=O)C(C)(C)C)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O
"
2105710,"CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)OC(C)C)s2)cc1
"
2105713,"CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)OCCO)s2)cc1
"
2105714,"CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)OC(C)C)s2)cc1
"
2105717,"COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
"
2105720,"O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
"
2105721,"CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1
"
2105722,"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
"
2105735,"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
"
2105737,"Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1
"
2105738,"C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12
"
2105745,"O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
"
2105747,"COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12
"
2105750,"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](CC(=O)N1CCCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
"
2105755,"CC(C)(NC(=O)C1C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@@H](O5)C1=O)c1nc(-c2ccccc2)no1
"
2105759,"CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
"
2105760,"O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
"
2105762,"CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2
"
2105763,"Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21
"
2105768,"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
"
2105769,"CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O
"
2105774,"CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
"
2105781,"CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCSCCCCCCCCCCSCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
"
2105790,"CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
"
2105791,"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1
"
2105793,"Cc1c(C)c2c(c(C)c1OC(=O)COc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
"
2105798,"CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
"
2105804,"Cc1cc(C)c2c3ccccc3n(Cc3cccc([C@@H](C(=O)N[C@@H](CO)c4ccccc4)C4CCCC4)c3)c2n1
"
2105814,"C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
"
2105824,"CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
"
2105829,"CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)NC(C)=C(C(=O)Nc2ccccn2)[C@H]1c1ccccc1Cl
"
2105845,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CCOC(=O)[C@@H](N)C(C)C)Cn1cnc2c(=O)[nH]c(N)nc21
"
2105850,"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(NC=O)C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@@H]32)c2ccc(O)c(O)c2)C(=O)C1=O
"
2105863,"CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1
"
2105875,"COc1cc(CCN2CCN(CCCCOc3ccccc3[C@@]3(C(C)C)Sc4ccccc4N(C)C3=O)CC2)cc(OC)c1OC
"
2105881,"COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1
"
2105887,"Cc1[nH]c2cccc3c2c1C[C@@H]1C3=C[C@@H](C(=O)N[C@]2(C(C)C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)N3C2=O)CN1C
"
