minimizedAffinity,ID,smiles
-7.58936,488914,COc1ccc2c(c1)c(CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)c(C)n2C(=O)c1ccc(Cl)cc1
-7.63754,488937,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O
-7.57606,489095,C[C@H]1C[N@H+](Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CC[NH2+]1
-6.57583,489411,CCC(C)(C)c1ccc(C[C@H](C)C[N@@H+]2C[C@@H](C)O[C@@H](C)C2)cc1
-9.10946,490029,CC[C@@H](Oc1cccc(-n2c(C)c(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O
-7.73929,490672,CCc1cc(CC[C@]2(C3CCCC3)CC(=O)[C@@H](Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1
-9.31283,491473,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCC[NH+]1CCCC1
-5.73858,491510,C[C@H]1CCC[C@@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
-6.23246,492491,CC(C)[C@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
-6.87583,493636,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1
-7.37817,493682,COc1ccc(CC[NH2+]C[C@H](O)c2ccc(O)cc2)cc1OC
-6.66706,493873,COc1cccc([C@H]2C[C@@H]([NH2+][C@H](C)c3ccccc3)C(=O)N2c2ccc(C(F)(F)F)cc2)c1
-7.71940,493982,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1
-7.79199,494089,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCC[NH2+]C3)c21
-7.22071,494480,CCN(CC)C(=O)c1ccc(C2=CC3(CC[NH2+]CC3)Oc3cccc(O)c32)cc1
-6.11067,494521,C[NH+](C)CCOC(=O)c1ccc2[nH]c3c(c2c1)CSCC3
-6.65949,494622,CC(C)(C)n1ncc(OCc2ccc(COCCF)cc2)c(Cl)c1=O
-6.72010,494753,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O
-6.23072,495498,CC(C)Cc1sc(N)nc1-c1ccc(P(=O)(O)O)o1
-7.38791,495727,O=C(Nc1c[nH]nc1-c1[nH]c2cc(C[NH+]3CCOCC3)ccc2[nH+]1)NC1CC1
-6.69617,496102,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1
-7.15847,496634,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O
-5.95093,496748,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC[NH2+]Cc1ccc(I)cc1)C(=O)O)C(=O)O
-5.92595,497001,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
-8.29410,497318,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1
-7.15620,498485,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1
-5.84643,498672,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)c(C(=O)O)c1O
-7.28543,499915,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
-5.54897,500128,CCCCCCCCCCCCOCCOCCOCCOCCO
-6.05162,500853,CCCCCCO[C@H](C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C
-8.69691,501122,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1
-5.96487,501174,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
-8.59350,501849,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
-7.04891,502835,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)C[NH+]2CC[NH+](C)CC2)cc1)c1ccccc1
-6.49707,503481,CCCCCCCCCCCCCCSCC(=O)OC[C@H](CO[P@@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CSCCCCCCCCCCCCCC
-7.15824,504459,COC(=O)[C@@H]1c2cc3c(c(O)c2[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC)[C@@](C)(OC)[C@H]2OC)C[C@]1(C)O)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H]([NH+](C)C)[C@@H]1O
-6.77339,504535,CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(C)cc2)C1=O
-9.76205,505251,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
-7.83650,506678,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
-7.67042,506981,COc1cccc(OC)c1-c1cc(C(=O)N[C@]2(C(=O)O)[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nn1-c1ccnc2cc(Cl)ccc12
-9.93723,507282,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)O2)c(=O)n1
-8.96410,507361,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
-5.84717,507584,CN(C)c1nc(NP(=O)(N2CC2)N2CC2)c2c(ncn2C)n1
-9.64602,507674,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O
-6.34264,508583,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H]([NH2+]CCC[NH2+]CCCC[NH2+]CCC[NH3+])CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)[O-]
-6.46933,509336,C[C@H](CCc1ccc(O)cc1)[NH2+]C[C@H](O)c1ccc(O)cc1
-7.11166,511115,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1
-7.92715,512306,CCN(CC)C(=O)Cc1c(-c2ccc(OCCF)cc2)nn2c(C)cc(C)nc12
-5.94943,513856,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O
-8.08876,513909,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CC[NH+](C)CC4)cc3OC)nc2N1C1CCCC1
-7.19796,513994,N#Cc1cc(C[NH+]2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F
-7.10917,514201,C[C@@H]1C[N@@H+](Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl
-6.20447,514215,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1
-6.91332,514270,COc1ccc(N2CCc3c(-n4ccc(N5CCNC5=O)n4)cc(C)nc32)c(C)c1
-6.46419,514446,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
-7.08978,514800,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
-6.60670,515408,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
-6.52244,515564,CCCCCCCCCCCCCCCCOCCCO[P@](=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21
-7.69273,515668,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])C[C@H](C)O1
-7.04297,515914,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
-5.38244,516268,C[C@H]1[C@H]([NH+]2CCS(=O)(=O)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
-7.53287,517140,CNC(=O)c1ccc(Oc2ccc3c(c2)CC[N@H+](C2CCC2)CC3)nc1
-6.59800,517341,CC(=O)O[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1
-6.18079,518043,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C
-7.04771,518924,[NH3+]CCCC[N@@H+](Cc1[nH]c2ccccc2[nH+]1)[C@H]1CCCc2cccnc21
-7.33961,519260,CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
-6.31184,519364,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1C[NH+](C)C
-7.03803,519504,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O
-6.66473,520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CC[NH2+]C5)C4=O)CS[C@H]23)ns1
-6.76462,520733,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21
-5.67321,521589,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([C@H](O)C[NH2+]C(C)(C)C)c1
-9.46033,521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
-7.16606,521851,CS(=O)(=O)N1CC[NH+](Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1
-6.58532,522038,CCOC(=O)C[NH2+][C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=[NH+]\O)cc1)C1CCCCC1
-5.39222,522173,Cc1c(C)n(CC[NH+](C)C)c2ccc(C(=O)OCC[NH+](C)C)cc12
-6.84205,522302,COc1ccc(-n2nnnc2C(F)(F)F)cc1C[NH2+][C@H]1CCC[NH2+][C@H]1c1ccccc1
-6.50076,522580,C[NH+]1CCC(OC2c3ccccc3CCc3ccccc32)CC1
-6.79271,522783,CC[C@H]1O[C@@H](/C(C)=C/[C@H](C)/C=C/[C@H]2[C@@H](C)[C@@H]2/C=C/[C@@H]2O[C@H](CC(=O)O)C[C@H](O)[C@H]2O)CC=C1C
-8.04304,522892,C[NH+]1CCN(c2ccc3[nH+]c(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
-7.11966,522987,Cc1cc(F)ccc1[C@H]1C[NH2+]CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
-5.23835,523367,COc1cc([C@@](C#N)(CCC[N@H+](C)CCc2ccccc2)C(C)C)cc(OC)c1OC
-5.76029,523900,Cc1ccc(C[NH+]2CCC([C@]3(c4ccccc4)CCC(=O)NC3=O)CC2)cc1
-6.28308,532998,O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O
-6.32533,534388,C[N@@H+]1CC[C@@H](COC(=O)C(O)(c2ccccc2)c2ccccc2)C1
-6.52619,538867,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)C[NH2+][C@H]1[C@H]2C
-7.20650,539378,COC(=O)c1cnc2n1CCc1ccccc1C2=C1CC[NH+](CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1
-7.80251,539423,CCCCC1=[NH+]C2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1
-9.07788,539697,CCCCCCOC(=O)NC(=[NH2+])c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
-8.02296,549344,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O
-4.90258,549386,CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O
-8.43670,549671,CN(c1nc2ccccc2s1)C1CC[NH+](C[C@H](O)COc2ccc(F)cc2)CC1
-7.82613,549872,CCS(=O)(=O)c1ccc(/C=C(\C)c2ccc3c(c2)C(C)(C)CCC3(C)C)cc1
-6.01880,550227,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2
-8.56210,550348,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
-6.47947,550961,CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21
-8.69253,551064,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H]([NH+]2CCC2)C1
-7.86930,551813,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O
-7.30430,551978,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC
-8.14942,552212,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1
-6.34114,553025,CCC1=C[C@@H]2C[N@@H+](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CC[N@H+]5CC[C@]31[C@@H]54)C2
-8.18991,553204,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1
-6.96064,554474,C/C(=C\c1ccccc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
-6.21193,558722,Clc1cc(Cl)c2c(c1)CCc1ccccc1[C@H]2n1ccnc1
-10.21594,558752,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4[nH]c(C(F)(F)F)c[nH+]4)c3)ccc21
-6.71564,559288,N#CC(CC[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1
-8.65746,560895,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1
-6.26102,560976,[NH3+]C[C@@H]1CC[C@@H]([NH3+])[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])O1
-7.86071,560993,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O
-4.95487,561057,CC(C)=CCC/C(C)=C/C[NH2+]CC[NH2+][C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3
-5.98723,561132,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1
-6.86153,561339,CCN(CC)C(=O)c1ccc(C2=CC3(CC[NH2+]CC3)Oc3ccccc32)c(O)c1
-6.52791,561371,CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-]
-8.62846,562318,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
-7.29501,563251,Cn1cnc(C(=O)N(Cc2ccc(F)c(Cl)c2)C[C@@H]2[C@H]3C[N@@H+](C)C[C@@H]23)c1
-6.99024,563350,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1
-7.66808,564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CC[NH+](C)CC4)cc3)nc1-2
-7.25641,565612,C[NH+]1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
-6.56910,566315,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12
-5.81973,566757,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1
-8.78204,567303,Cc1cc(NC(=O)NCC[NH+]2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1
-5.98577,569713,C[N@H+]1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
-8.50897,570015,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1
-8.77312,571546,O=C(Cc1ccc(-c2ccc(OCC[NH+]3CCOCC3)cc2)cn1)NCc1ccccc1
-6.66313,572284,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H]([NH3+])CO
-8.25998,572878,Cc1cc(Nc2cc(N3CC[NH+](C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1
-8.52795,572881,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
-7.44366,573677,C[C@H](CCOc1cccc(CC(=O)O)c1)[N@@H+](Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1
-6.10288,573843,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCC[N@H+]1C
-6.65675,574431,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21
-6.41226,574737,C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
-9.62073,574738,CC[NH+]1CC[NH+](Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
-9.40866,575448,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1
-7.93823,576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCC[NH+]5CCOCC5)ccc34)cc2)no1
-6.45979,577711,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
-6.52714,578004,CC[NH+](CC)CCC[C@H](C)Nc1cc(/C=C/c2ccccc2Cl)nc2cc(Cl)ccc12
-6.74357,578063,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21
-6.21295,578390,CCCCCCCCC/C(=C\C1=C(C)C(=O)C(OC)=C(OC)C1=O)C(=O)O
-5.90688,579217,COc1cc2c(cc1OCCCF)CC[N@@H+]1C[C@@H](CC(C)C)[C@H](O)C[C@H]21
-7.12890,580132,C[C@@H](CCC[NH2+]CCO)Nc1ccnc2cc(Cl)ccc12
-7.00953,582912,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1
-6.26807,584852,CCOC(=O)c1c[nH]c2cc(OCC(C)C)c(OCC(C)C)cc2c1=O
-7.19399,585902,Cn1c(NC[C@@H]([NH3+])Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O
-7.13418,586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1
-8.13837,587723,CC[NH+]1CC[NH+](Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1
-6.68524,589390,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CC[N@@H+](C)C1
-6.51264,590799,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(N)=[NH2+])cc2)cc1
-7.76782,590985,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
-5.20058,591118,COc1cc2c(cc1OC)[C@@H]1C[C@H]([NH3+])[C@@H](N3C[C@@H](CF)CC3=O)C[N@@H+]1CC2
-8.03000,591429,C=CCc1cccc(/C=N/NC(=O)C[NH+]2CC[NH+](Cc3ccccc3)CC2)c1O
-6.40341,591501,CCCOCCn1c(=O)c(N2CC[NH+](CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21
-10.45692,592054,Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1
-6.84396,592435,O[C@H]1CC[C@H](Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1
-8.27956,592445,C[NH+](C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1
-6.71397,592868,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
-5.19814,592943,CCOC(=O)c1c(N)sc2c1CC[N@@H+](Cc1ccccc1)C2
-5.57117,594621,CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O
-7.81928,595573,O=C1O[C@]2(CC[C@H](C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21
-5.97941,596186,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1
-8.47014,597800,C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc(OC)c(OCC)c1
-7.12132,598172,COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C
-8.81482,598797,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1
-4.73199,599870,C=CCSC[C@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
-7.48200,600325,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O
-8.12182,601719,C[C@@H](Oc1cc(-c2cnn(C3CC[NH2+]CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
-7.56687,602070,CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1
-6.52753,603469,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
-7.04731,604710,O=C(CC(c1ccccc1)c1ccccc1)N1CC[NH+](C(c2ccccc2)c2ccccc2)CC1
-7.56917,605525,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@H]1O
-5.18922,606566,C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CC[N@@H+]3CC2CCC2)C1
-8.09682,607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C[NH+](C)C
-7.13036,608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
-6.62116,608806,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[N@H+]2C
-6.69684,609109,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCC[NH+]1CC[NH+](C)CC1)c1ccccc1S2
-5.69505,609583,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1
-6.38411,1075790,CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O
-7.49035,1075834,C#CCOc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
-6.80072,1076256,O=C(c1cc2ccccc2o1)N1CC[NH+](Cc2ccccc2)CC1
-8.76708,1076263,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)[NH+]=C([C@H]1C(=O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2
-7.02240,1076544,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
-6.58362,1076930,CO[C@@H]1[C@H](O[P@](=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)SCOC(=O)OC(C)C)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
-7.84892,1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
-5.80506,1078261,CCCOC(C(=O)OC1CC[NH+](C)CC1)(c1ccccc1)c1ccccc1
-6.87093,1079175,[NH3+]C1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
-5.74211,1079446,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
-8.17203,1079593,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1[C@@H]1CCOc2c(F)cccc21
-7.85982,1079935,CCNC(=O)N1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
-7.32274,1080983,COCC(=O)Nc1cc(Sc2ccccc2)ccc1[NH+]=C(NC(=O)OC)NC(=O)OC
-8.54458,1081506,O=C1O[C@@H](OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21
-6.62113,1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
