minimizedAffinity,ID,SMILES
-6.49665,558722,Clc1cc(Cl)c2c(c1)CCc1ccccc1[C@H]2n1ccnc1
-10.80563,558752,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4[nH]c(C(F)(F)F)c[nH+]4)c3)ccc21
-7.63074,559288,N#CC(CC[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1
-7.33267,560895,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1
-5.70517,560976,[NH3+]C[C@@H]1CC[C@@H]([NH3+])[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])O1
-7.73949,560993,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O
-5.33571,561057,CC(C)=CCC/C(C)=C/C[NH2+]CC[NH2+][C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3
-7.77611,561132,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1
-7.17168,561339,CCN(CC)C(=O)c1ccc(C2=CC3(CC[NH2+]CC3)Oc3ccccc32)c(O)c1
-6.69303,561371,CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-]
-9.12933,562318,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
-7.37182,563251,Cn1cnc(C(=O)N(Cc2ccc(F)c(Cl)c2)C[C@@H]2[C@H]3C[N@H+](C)C[C@@H]23)c1
-6.88248,563350,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1
-7.74341,564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CC[NH+](C)CC4)cc3)nc1-2
-7.10549,565612,C[NH+]1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
-6.0951,566315,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12
-5.63486,566757,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1
-8.81679,567303,Cc1cc(NC(=O)NCC[NH+]2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1
-6.18409,569713,C[N@@H+]1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
-8.58896,570015,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1
-8.81983,571546,O=C(Cc1ccc(-c2ccc(OCC[NH+]3CCOCC3)cc2)cn1)NCc1ccccc1
-6.51759,572284,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H]([NH3+])CO
-7.81237,572878,Cc1cc(Nc2cc(N3CC[NH+](C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1
-8.74991,572881,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
-8.41323,573677,C[C@H](CCOc1cccc(CC(=O)O)c1)[N@@H+](Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1
-6.21496,573843,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCC[N@H+]1C
-7.02602,574431,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21
-6.20786,574737,C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
-9.40469,574738,CC[NH+]1CC[NH+](Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
-8.96813,575448,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1
-8.08358,576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCC[NH+]5CCOCC5)ccc34)cc2)no1
-6.6258,577711,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
-6.1572,578004,CC[NH+](CC)CCC[C@H](C)Nc1cc(/C=C/c2ccccc2Cl)nc2cc(Cl)ccc12
-6.5005,578063,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21
-6.0607,578390,CCCCCCCCC/C(=C\C1=C(C)C(=O)C(OC)=C(OC)C1=O)C(=O)O
-6.48821,579217,COc1cc2c(cc1OCCCF)CC[N@H+]1C[C@@H](CC(C)C)[C@H](O)C[C@H]21
-6.70506,580132,C[C@@H](CCC[NH2+]CCO)Nc1ccnc2cc(Cl)ccc12
-6.77487,582912,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1
-6.23784,584852,CCOC(=O)c1c[nH]c2cc(OCC(C)C)c(OCC(C)C)cc2c1=O
-7.1718,585902,Cn1c(NC[C@@H]([NH3+])Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O
-6.68837,586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1
-8.34406,587723,CC[NH+]1CC[NH+](Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1
-7.24896,589390,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CC[N@H+](C)C1
-7.10325,590799,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(N)=[NH2+])cc2)cc1
-10.98333,590985,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
-5.95385,591118,COc1cc2c(cc1OC)[C@@H]1C[C@H]([NH3+])[C@@H](N3C[C@@H](CF)CC3=O)C[NH+]1CC2
-8.33652,591429,C=CCc1cccc(/C=N/NC(=O)C[NH+]2CC[NH+](Cc3ccccc3)CC2)c1O
-6.57156,591501,CCCOCCn1c(=O)c(N2CC[NH+](CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21
-7.1218,592054,Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1
-7.23313,592435,O[C@H]1CC[C@H](Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1
-7.57504,592445,C[NH+](C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1
-7.06369,592868,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
-6.56963,592943,CCOC(=O)c1c(N)sc2c1CC[N@H+](Cc1ccccc1)C2
-8.09134,594621,CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O
-8.25627,595573,O=C1O[C@]2(CC[C@H](C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21
-6.82514,596186,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1
-7.6619,597800,C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc(OC)c(OCC)c1
-7.79488,598172,COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C
-8.3207,598797,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1
-5.54064,599870,C=CCSC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
-6.99903,600325,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O
-7.78673,601719,C[C@@H](Oc1cc(-c2cnn(C3CC[NH2+]CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
-6.21899,602070,CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1
-6.4603,603469,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
-7.18203,604710,O=C(CC(c1ccccc1)c1ccccc1)N1CC[NH+](C(c2ccccc2)c2ccccc2)CC1
-7.79463,605525,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@H]1O
-6.2504,606566,C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CC[N@H+]3CC2CCC2)C1
-8.15627,607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C[NH+](C)C
-7.06075,608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
-6.88054,608806,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2CC[C@@H]1[N@@H+]2C
-6.38524,609109,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCC[NH+]1CC[NH+](C)CC1)c1ccccc1S2
-8.07689,609583,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1
-6.13901,1075790,CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O
-7.70144,1075834,C#CCOc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
-6.56474,1076256,O=C(c1cc2ccccc2o1)N1CC[NH+](Cc2ccccc2)CC1
-7.66246,1076263,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)[NH+]=C([C@@H]1C(=O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2
-7.45959,1076544,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
-6.67603,1076930,CO[C@@H]1[C@H](O[P@](=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)SCOC(=O)OC(C)C)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
-7.95582,1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
-6.0538,1078261,CCCOC(C(=O)OC1CC[NH+](C)CC1)(c1ccccc1)c1ccccc1
-6.85869,1079175,[NH3+]C1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
-5.8112,1079446,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
-8.26192,1079593,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1[C@@H]1CCOc2c(F)cccc21
-8.36552,1079935,CCNC(=O)N1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
-7.2568,1080983,COCC(=O)Nc1cc(Sc2ccccc2)ccc1[NH+]=C(NC(=O)OC)NC(=O)OC
-8.08816,1081506,O=C1O[C@@H](OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21
-6.26858,1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
-4.4761,1082462,CC(C)(CC(=O)N1CCCC1)[NH2+]CC(=O)N1C[C@@H](F)C[C@H]1C#N
-7.55737,1082508,NC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21
-6.91889,1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2([NH2+]1)C(=O)Nc1ccc(Cl)cc12
-6.9547,1083390,O=S(=O)(c1ccccc1)c1cnc2c(N3CC[NH2+]CC3)cccc2c1
-6.98944,1083659,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
-5.85103,1084430,CO[C@@H]1[C@H](O[P@@](=O)(S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
-9.78151,1084546,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
-7.14433,1085699,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[NH+]2CC[NH+](C(c3ccccc3)c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1
-7.86035,1088750,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCC[NH+](C)C)cc21
-9.00891,1088751,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
-7.67533,1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1
-7.09417,1088977,C[S@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
-8.19648,1089318,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1
-8.27245,1090089,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21
-7.36324,1090090,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F
-8.47294,1090173,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
-7.89056,1090479,CCn1cc(-c2ccnc3[nH]c(-c4cccc(C[NH+](C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1
-6.11499,1090488,C[C@@H]1CN(C(=O)[C@@H]2C[N@H+](C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1
-6.50526,1090771,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1
-8.55517,1091644,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
-7.47186,1092581,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
-6.17643,1092665,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1
-6.40643,1093458,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCC[NH2+]C)cc1)c1ccccc1
-7.75199,1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCC[NH2+]C4)cc3)nc12
-6.08107,1094785,COc1ccc(C[C@@H](C)[NH2+]C[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1
-6.40182,1095097,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
-6.25508,1095282,CN(C)C(=O)O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O
-8.07012,1095284,[NH3+][C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1
-6.9908,1095930,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O[C@H](C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1
-7.07912,1096146,CCC/[NH+]=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C
-6.73723,1096380,CC(C)(C)c1[nH]c[nH+]c1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O
-6.44272,1096842,COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
-7.50894,1096882,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
-7.03422,1096885,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
-8.95202,1096896,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NC4CCN(c5ccccn5)CC4)nc32)[C@H](O)[C@@H]1O
-7.11429,1097235,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl
-7.01913,1097999,CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O
-8.3791,1159869,Nc1nc2c(ncn2CO[C@@H](CO)CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)c(=O)[nH]1
-7.1427,1162433,Nc1ncnc2c1ncn2CCOC[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O
-5.8236,1163488,CC[C@@]12C=C(C(=O)OC)n3c4c(c5ccccc53)CC[N@H+](CCC1)[C@H]42
-9.02476,1164608,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1
-6.50071,1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
-6.8274,1165342,CC[C@]12CCC[N@@H+]3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32
-6.3353,1165411,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCC[NH2+]3)O2)cc1
-7.54091,1171754,O=C(c1ccc(Oc2ccc(F)cc2)nc1)N1CCC[N@H+](C2CCC2)CC1
-6.80378,1171829,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F
-9.30198,1171837,Cc1ccc(C(=O)Nc2ccc(C[NH+]3CC[NH+](C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
-6.86272,1173055,C[NH2+]Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
-8.11374,1173655,C[NH+](C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
-8.04274,1178103,CCCCCCc1cc([S@@](C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12
-7.29586,1178725,CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N@+]34CC[C@](c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1
-6.39556,1178861,C[C@H](C[NH2+]CC[NH2+]C[C@@H](C)N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O)N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O
-4.63419,1180074,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
-5.17993,1180156,CCOC[C@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1
-6.28321,1180484,C[N+](C)(CC(=O)Nc1ccccc1)CC(=O)Nc1ccccc1
-7.08493,1181731,COCCOCCOCCOCCOC(=O)OC[n+]1ccc(NC(NC#N)=[NH+]CCCCCCOc2ccc(Cl)cc2)cc1
-7.26462,1182165,COc1ccc2[nH]c3ccc4cc[n+](CC[NH+]5CCC(C6CC[NH+](CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1
-6.78783,1182247,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
-5.96214,1182714,C[NH2+]CCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1
-4.93748,1183040,Cc1c(CCO)sc[n+]1CCCCCCCCCCCC[n+]1csc(CCO)c1C
-8.15582,1183060,NS(=O)(=O)c1cc(S(=O)(=O)[O-])c(NCc2ccco2)cc1Oc1ccccc1
-8.52456,1183349,C[NH2+]CC(=O)OCc1cccnc1N(C)C(=O)O[C@H](C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1
-7.60094,1183717,C=CCNc1nc(NCC=C)nc(N2CC[NH+](C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1
-5.89238,1184904,C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(/C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(\C)C(=O)N2
-6.6663,1185241,CC/N=c1\cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C
-9.51305,1185260,COc1cc(-c2ccc(-n3nc(-c4ccccc4)n[n+]3-c3ccc([N+](=O)[O-])cc3)c(OC)c2)ccc1-n1nc(-c2ccccc2)n[n+]1-c1ccc([N+](=O)[O-])cc1
-8.50163,1185568,CCN1/C(=C\C=C\C=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21
-6.80309,1185703,O=C(O)C(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1
-5.98357,1186579,C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
-6.72692,1186581,Cc1ccc(-c2cc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@H]4CC[C@@H]3[N@@H+]4C)on2)cc1
-8.71037,1186894,CC(=O)[C@]1([NH3+])Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O
-7.90141,1187120,CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)CCC[NH3+]
-4.40167,1187417,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
-6.24608,1187445,[NH3+]C[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1
-4.43537,1187562,O[C@H](CCl)C[NH+]1CC[N+]2(CC1)CC[N+]1(CC[NH+](C[C@@H](O)CCl)CC1)CC2
-7.1764,1187646,[NH3+]CCCC(=O)OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
-6.98012,1187833,OC(c1ccccc1)(c1ccccc1)[C@]12CC[N@+](CCOCc3ccccc3)(CC1)CC2
-6.03919,1188181,O=c1oc(CC[NH+]2CCN(c3ccccc3)CC2)c(-c2ccc(Cl)cc2)o1
-5.95393,1188530,O=c1oc(CC[NH+]2CCN(c3ccccc3)CC2)c(-c2ccc(F)cc2)o1
-8.83237,1189025,C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCNC(N)=[NH2+])n(C)c4)n(C)c3)n(C)c2)n(C)c1
-5.9521,1189513,O=C1O[C@H](C[NH+]2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1
-6.75491,1190199,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](C[N@@H+]1CC[C@H](O)C1)c1ccccc1
-5.50885,1190262,CCCCCCCCNC(=[NH2+])NC(=[NH2+])NCc1ccc(Cl)c(Cl)c1
-5.75995,1190737,Cc1cc(/C=C/c2ccccc2OC[C@H](O)C[NH2+]C(C)(C)C)on1
-6.09658,1191989,OCC[NH+]1CC[NH+](CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1
-7.32803,1192237,Clc1ccc(/C(Cn2ccnc2)=N/Nc2c(Cl)cccc2Cl)s1
-5.06662,1192913,COc1ccc(CC[N@@H+](C)CCCN2Cc3cc(OC)c(OC)cc3C2=O)cc1OC
-6.22041,1193886,CS(=O)(=O)Nc1ccc(OC[C@@H](O)C[NH2+]CCOc2ccc(-n3ccnc3)cc2)cc1
-5.92253,1193948,CCOC(=O)COc1ccc2c(c1)C[C@@H]([NH2+]C[C@H](O)c1cccc(Cl)c1)CC2
-6.29073,1194161,CCCCCCCCN=c1ccn(CCCCCCCC)cc1
-6.01575,1194325,O=C(O[C@H]1C[N@+]2(CCCOc3ccccc3)CC[C@H]1CC2)C(O)(c1cccs1)c1cccs1
-7.64788,1195136,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)C[NH3+])CC4)c3)c2C1
-6.77362,1197051,C[C@@H](COc1ccccc1)[NH2+][C@H](C)[C@H](O)c1ccc(O)cc1
-5.92572,1197091,O=C(C[C@@H]1[NH2+]CCC[C@@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O
-6.4041,1197578,CCOC(=O)c1c[nH]c2cc(OCC3CC3)c(OCC3CC3)cc2c1=O
-7.69002,1197792,C=CCc1cc(-c2cc(CC=C)c(O)c(C[NH+](CC)CC)c2)cc(C[NH+](CC)CC)c1O
-6.38982,1198855,CC(C)(CC1Cc2ccccc2C1)[NH2+]C[C@@H](O)COc1cc(CCC(=O)O)cc(F)c1F
-5.15134,1198857,OCc1cc([C@@H](O)C[NH2+]CCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
-5.81572,1199307,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1
-8.24076,1199324,C[C@@H](O[C@H]1OCC[N@H+](Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
-5.19197,1200356,CC1(C)S[C@@H]2[C@H](NC(=O)C3([NH3+])CCCCC3)C(=O)N2[C@H]1C(=O)O
-6.70306,1200412,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
-5.62278,1200436,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
-7.19093,1200453,CCCCCCCCCCCCCCCCCCCCCCO
-6.10485,1200472,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
-7.72121,1200522,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1
-6.26691,1200598,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1
-4.94847,1200607,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
-6.3227,1200624,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
